7.918284546555481862e-01,-4.998521268569788290e-01,8.225858800114150826e-01,7.198080767658857626e-01,-7.198080767658855406e-01,2.096172558244995709e+00,-3.169600582348347517e-01,-1.616852868374099694e+00
-5.174880067052066712e-01,1.676857308407094349e+00,-1.587624599692815330e+00,-1.389259209889713409e+00,1.389259209889713631e+00,2.096172558244995709e+00,-3.169600582348347517e-01,-1.616852868374099694e+00
-1.056618314324341057e+00,1.664508438385419176e-01,8.225858800114150826e-01,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,-3.169600582348347517e-01,6.184854661547527499e-01
-9.025810835760169626e-01,-4.121064141200254105e-01,-3.825193598407002349e-01,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,-3.169600582348347517e-01,6.184854661547527499e-01
-1.287674160446827143e+00,-2.479039107526271324e-01,-3.825193598407002349e-01,-1.389259209889713409e+00,1.389259209889713631e+00,-4.770599615316197251e-01,-3.169600582348347517e-01,6.184854661547527499e-01
1.330958762274682572e+00,1.420770347449437365e-01,-1.587624599692815330e+00,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,-3.169600582348347517e-01,6.184854661547527499e-01
-3.634507759568825769e-01,1.221281567876832064e+00,-1.587624599692815330e+00,7.198080767658857626e-01,-7.198080767658855406e-01,2.096172558244995709e+00,-3.169600582348347517e-01,-1.616852868374099694e+00
2.640275223635437651e+00,4.750009785492556702e+00,-1.587624599692815330e+00,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,-3.169600582348347517e-01,6.184854661547527499e-01
-9.795996989501789542e-01,-4.703469895331494066e-01,8.225858800114150826e-01,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,-3.169600582348347517e-01,6.184854661547527499e-01
-1.531241300121955742e-03,-4.895032640822485903e-01,8.225858800114150826e-01,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,3.154971656583662742e+00,-1.616852868374099694e+00
3.140896223567490875e+00,-4.890763375734933360e-01,8.225858800114150826e-01,7.198080767658857626e-01,-7.198080767658855406e-01,-4.770599615316197251e-01,3.154971656583662742e+00,-1.616852868374099694e+00
7.918284546555481862e-01,-1.186281216199213881e-02,-1.587624599692815330e+00,7.198080767658857626e-01,-7.198080767658855406e-01,2.096172558244995709e+00,-3.169600582348347517e-01,-1.616852868374099694e+00
